habitaciones;baÒos;parqueaderos;area_construida_m2;area_privada_m2;estrato;estado;antig¸edad_aÒos;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Porteria/ Recepcion;Zonas Verdes;Salon Comunal;Balcon;Barra estilo americano;Calentador;Chimenea;Citofono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Deposito / Bodega;nombre;ubicacion;precio
3;3;2;110;110;5;Bueno;16 a 30  ;†450.000 COP;†5.409.090,91  ;1;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;Apartamento;Santa Ana;595000000
3;2;0;60;60;3;Bueno;16 a 30  ;No definida;†2.831.666,67  ;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;Casa;Suba Las Mercedes;169900000
3;3;1;89;89;4;No definida;mas de 30  ;†420.000 COP;†4.719.101,12  ;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cedro Bolivar;420000000
3;3;2;150;136;6;No definida;9 a 15  ;†650.000 COP;†7.666.666,67  ;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara Oriental;1150000000
3;2;0;56;56;3;Bueno;mas de 30  ;†214.000 COP;†4.133.928,57  ;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Prado Veraniego;231500000
4;2;0;101;101;3;Bueno;mas de 30  ;No definida;†3.663.366,34  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Serena;370000000
2;1;0;36;32;2;No definida;9 a 15  ;†60.000 COP;†2.944.444,44  ;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;El Porvenir;106000000
3;2;2;82;82;4;No definida;No definida;†668.000 COP;†4.634.146,34  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;380000000
2;2;2;72;0;5;No definida;9 a 15  ;†347.000 COP;†7.638.888,89  ;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara;550000000
7;6;0;251;251;3;No definida;mas de 30  ;No definida;†3.067.729,08  ;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;Casa;Teusaquillo;770000000
3;2;0;57;57;3;No definida;1 a 8  ;No definida;†2.017.543,86  ;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;Apartamento;Nueva tibabuyes;115000000
3;2;1;83;70;4;No definida;1 a 8  ;No definida;†6.566.265,06  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;545000000
3;3;2;104;104;5;Bueno;16 a 30  ;†746.000 COP;†4.807.692,31  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bella Suiza;500000000
3;2;1;69;59;3;No definida;9 a 15  ;†240.000 COP;†3.260.869,57  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;San Antonio;225000000
2;1;1;52;50;4;Bueno;mas de 30  ;†287.000 COP;†5.000.000  ;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Apartamento;Cedritos;260000000
3;3;2;90;90;5;Bueno;16 a 30  ;†454.000 COP;†6.000.000  ;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Pasadena;540000000
3;2;1;80;80;3;No definida;1 a 8  ;†187.000 COP;†4.500.000  ;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Nueva Castilla;360000000
1;1;2;37;37;4;No definida;16 a 30  ;†98.000 COP;†6.756.756,76  ;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Apartamento;La Macarena;250000000
3;2;1;100;100;4;No definida;No definida;†292.000 COP;†3.700.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Centro;370000000
3;2;2;82;82;4;No definida;mas de 30  ;†668.000 COP;†4.634.146,34  ;1;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;Apartamento;Cedritos;380000000
6;3;2;427;232;4;Excelente;mas de 30  ;No definida;†4.918.032,79  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Nicolas de Federman;2100000000
2;3;1;97;97;4;No definida;mas de 30  ;†586.000 COP;†4.463.917,53  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedro Golf;433000000
2;2;1;52;52;4;Bueno;16 a 30  ;†556.000 COP;†6.346.153,85  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chapinero;330000000
3;3;2;147;0;6;No definida;16 a 30  ;†650.000 COP;†5.238.095,24  ;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;Apartamento;Rincon del Chico;770000000
1;1;1;49;49;6;Excelente;1 a 8  ;†496.000 COP;†7.551.020,41  ;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Chico Navarra;370000000
1;1;1;37;33;6;No definida;9 a 15  ;†220.000 COP;†8.918.918,92  ;1;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Chico Norte;330000000
7;3;2;340;340;3;Bueno;16 a 30  ;No definida;†1.455.882,35  ;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;Casa;Fontibon;495000000
5;5;3;449;0;6;No definida;No definida;†1.600.000 COP;†5.345.211,58  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chico Norte;2400000000
3;6;3;311;381;6;Excelente;9 a 15  ;†800.000 COP;†4.999.678,46  ;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;Casa;Cerros de Suba;1554900000
6;3;0;152;228;2;No definida;9 a 15  ;No definida;†2.302.631,58  ;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;Casa;Salazar usme;350000000
1;1;0;51;51;3;No definida;mas de 30  ;†209.500 COP;†4.062.745,1  ;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;Apartamento;Las Aguas;207200000
2;2;1;68;0;4;No definida;1 a 8  ;†330.000 COP;†7.500.000  ;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;Apartamento;Normandia;510000000
3;3;2;124;124;5;Bueno;16 a 30  ;†500.000 COP;†4.677.419,35  ;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Lagos de Cordoba;580000000
2;3;2;140;0;6;Excelente;1 a 8  ;†1.000.000 COP;†8.571.428,57  ;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0;1;Apartamento;Santa Paula;1200000000
3;2;2;76;69;4;No definida;16 a 30  ;†260.000 COP;†4.407.894,74  ;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Cedritos;335000000
1;1;0;51;0;3;No definida;mas de 30  ;†243.000 COP;†4.062.745,1  ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Apartamento;Las Aguas;207200000
4;4;2;260;200;4;No definida;mas de 30  ;No definida;†4.226.923,08  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Teusaquillo;1099000000
3;3;3;186;186;6;Bueno;9 a 15  ;†900.000 COP;†5.161.290,32  ;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;Apartamento;Niza Norte;960000000
3;2;1;63;0;3;No definida;No definida;†100.000 COP;†3.174.603,17  ;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Lijaca;200000000
1;2;1;67;67;5;Bueno;1 a 8  ;†373.500 COP;†8.007.462,69  ;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;Apartamento;Santa Barbara;536500000
3;2;1;89;0;4;No definida;16 a 30  ;†353.000 COP;†4.865.168,54  ;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Mazuren;433000000
2;1;0;43;0;3;Excelente;menor a 1 ;No definida;†4.651.162,79  ;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Tabora;200000000
3;2;0;70;70;3;No definida;mas de 30  ;†145.000 COP;†4.000.000  ;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Minuto de Dios;280000000
2;2;1;54;54;3;Bueno;1 a 8  ;†180.000 COP;†5.555.555,56  ;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Villa Alsacia;300000000
3;3;1;78;78;4;No definida;16 a 30  ;†280.000 COP;†4.230.769,23  ;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;Suba;330000000
2;2;2;119;119;6;Bueno;mas de 30  ;†557.000 COP;†6.050.420,17  ;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;La Carolina;720000000
3;2;1;73;73;3;Bueno;16 a 30  ;†220.000 COP;†3.835.616,44  ;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Bolivia;280000000
3;3;2;230;230;5;Bueno;mas de 30  ;†430.000 COP;†3.695.652,17  ;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Casa;El Batan;850000000
2;3;2;167;167;6;No definida;mas de 30  ;†1.640.000 COP;†8.982.035,93  ;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1500000000
3;4;2;195;195;6;Bueno;mas de 30  ;†1.000.000 COP;†5.051.282,05  ;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;Apartamento;El Retiro;985000000
1;1;1;49;49;6;No definida;16 a 30  ;†273.000 COP;†7.244.897,96  ;1;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Multicentro;355000000
3;4;2;222;207;5;Bueno;1 a 8  ;†350.000 COP;†5.846.846,85  ;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;Casa;Bosque de Pinos;1298000000
3;2;0;56;56;2;Bueno;9 a 15  ;†110.000 COP;†3.392.857,14  ;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Ciudadela Cafam;190000000
3;3;1;104;104;5;Bueno;9 a 15  ;†480.000 COP;†6.105.769,23  ;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Lagos de Cordoba;635000000
3;2;1;76;76;4;No definida;9 a 15  ;†214.000 COP;†4.736.842,11  ;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;Apartamento;Santa Teresa;360000000
3;1;1;57;0;3;No definida;mas de 30  ;No definida;†3.684.210,53  ;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;Apartamento;Cr. los sauces;210000000
2;2;2;68;68;5;No definida;1 a 8  ;†534.000 COP;†6.985.294,12  ;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Nueva Autopista;475000000
2;2;1;47;40;4;No definida;9 a 15  ;†260.000 COP;†7.021.276,6  ;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;Apartamento;Chapinero central;330000000
4;1;0;72;72;2;No definida;9 a 15  ;No definida;†2.500.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;LA FONTANA;180000000
4;4;2;305;305;6;Bueno;mas de 30  ;†4.537.055 COP;†6.885.245,9  ;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;2100000000
No definida;No definida;0;410;410;6;Bueno;mas de 30  ;No definida;†7.195.121,95  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Santa Barbara;2950000000
2;4;3;212;212;6;Bueno;mas de 30  ;†1.663.000 COP;†12.028.301,89  ;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;Apartamento;La Cabrera;2550000001
3;4;6;843;843;6;Bueno;9 a 15  ;No definida;†20.166.073,55  ;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;Casa;El Refugio;17000000000
2;2;1;75;0;5;Bueno;mas de 30  ;†650.000 COP;†5.533.333,33  ;1;0;0;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;Apartamento;Santa Barbara Occidental;415000000
3;3;2;125;0;6;No definida;9 a 15  ;†830.000 COP;†6.240.000  ;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;Apartamento;Santa Barbara;780000000
1;2;1;104;104;6;Bueno;mas de 30  ;†280.000 COP;†4.423.076,92  ;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;Apartamento;Santa Ana Occidental;460000000
2;2;1;103;103;6;Bueno;mas de 30  ;†997.000 COP;†7.669.902,91  ;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;790000000
3;4;7;467;467;6;Bueno;9 a 15  ;No definida;†8.565.310,49  ;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;Casa;Santa Barbara;4000000000
3;1;0;56;56;3;No definida;16 a 30  ;No definida;†4.607.142,86  ;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Capellania;258000000
1;2;2;131;131;4;Bueno;16 a 30  ;†700.000 COP;†7.557.251,91  ;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;Apartamento;Quinta Camacho;990000000
3;3;2;107;107;4;No definida;9 a 15  ;†540.000 COP;†5.476.635,51  ;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;Apartamento;Colina Campestre;586000000
3;2;2;114;114;6;Bueno;1 a 8  ;†530.000 COP;†9.491.228,07  ;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Santa Barbara;1082000000
3;2;1;70;73;4;Bueno;9 a 15  ;†412.000 COP;†5.328.571,43  ;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cedritos;373000000
2;3;1;80;80;6;No definida;16 a 30  ;†770.000 COP;†5.875.000  ;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Chico Norte;470000000
3;6;6;542;542;6;Bueno;9 a 15  ;†831.000 COP;†6.826.568,27  ;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Casa;Guaymaral;3700000000
3;2;1;83;83;3;No definida;1 a 8  ;†270.000 COP;†4.457.831,33  ;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Castilla;370000000
3;3;2;135;135;4;No definida;16 a 30  ;†519.000 COP;†4.518.518,52  ;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Cantalejo;610000000
3;2;1;84;81;3;No definida;1 a 8  ;†223.000 COP;†4.583.333,33  ;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Castilla;385000000
3;1;0;44;40;3;Bueno;1 a 8  ;No definida;†4.090.909,09  ;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Pinar de Suba;180000000
3;2;0;60;0;2;No definida;menor a 1 ;†80.000 COP;†2.500.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Desarrollo puerto rico;150000000
3;3;1;84;84;5;No definida;16 a 30  ;†385.000 COP;†4.880.952,38  ;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;1;Apartamento;Colina Campestre;410000000
2;3;4;187;187;6;Bueno;9 a 15  ;†1.779.000 COP;†9.358.288,77  ;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;Apartamento;chico;1750000000
2;3;1;63;63;4;No definida;9 a 15  ;†327.000 COP;†5.476.190,48  ;1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Gratamira;345000000
3;2;1;65;56;4;No definida;9 a 15  ;†323.100 COP;†5.076.923,08  ;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;330000000
4;5;3;267;0;5;Excelente;16 a 30  ;†130.000 COP;†4.494.382,02  ;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;Casa;Andes Norte;1200000000
2;2;0;79;0;4;No definida;mas de 30  ;No definida;†5.063.291,14  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Marly;400000000
3;2;1;72;70;3;Bueno;mas de 30  ;†185.000 COP;†4.166.666,67  ;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Castilla;300000000
3;3;4;102;0;4;No definida;1 a 8  ;†460.000 COP;†6.666.666,67  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Mazuren;680000000
3;3;2;150;150;6;Bueno;mas de 30  ;†1.010.000 COP;†9.000.000  ;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Los Rosales;1350000000
2;2;2;73;73;6;Bueno;1 a 8  ;†670.000 COP;†8.904.109,59  ;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;cHICO;650000000
3;3;2;145;140;5;No definida;1 a 8  ;†741.000 COP;†7.241.379,31  ;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Bella Suiza;1050000000
7;3;2;1895;1500;4;No definida;mas de 30  ;No definida;†580.474,93  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;Pasadena;1100000000
3;3;1;108;108;4;No definida;16 a 30  ;†457.000 COP;†4.657.407,41  ;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Cedritos;503000000
3;5;3;198;198;5;Bueno;1 a 8  ;†973.000 COP;†6.565.656,57  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Lagos de Cordoba;1300000000
5;6;4;400;400;6;Bueno;9 a 15  ;†950.000 COP;†4.725.000  ;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;Casa;Guaymaral;1890000000
3;3;2;164;160;6;No definida;16 a 30  ;†670.000 COP;†6.396.341,46  ;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;La Carolina;1049000000
7;7;3;454;196;4;No definida;mas de 30  ;No definida;†2.533.039,65  ;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Casa;Modelia;1150000000
2;1;0;46;46;2;Bueno;16 a 30  ;†55.000 COP;†3.239.130,43  ;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Casa;Parque Empresarial La Estancia;149000000
4;2;2;170;170;4;No definida;mas de 30  ;†455.000 COP;†4.411.764,71  ;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Cedritos;750000000
3;2;1;78;74;4;No definida;1 a 8  ;†330.000 COP;†7.179.487,18  ;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Cedritos;560000000
1;2;1;64;64;6;Bueno;1 a 8  ;No definida;†14.730.234,38  ;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;Apartamento;chico;942735000
6;4;6;320;320;4;Bueno;mas de 30  ;No definida;†4.531.250  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;Casa;Niza;1450000000
4;5;4;229;229;6;Bueno;1 a 8  ;†900.000 COP;†9.606.986,9  ;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;Apartamento;Arrayanes;2200000000
1;1;0;35;35;4;No definida;16 a 30  ;†141.000 COP;†5.142.857,14  ;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;San Luis;180000000
5;3;1;75;75;3;No definida;9 a 15  ;No definida;†7.066.666,67  ;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;Casa;La Asuncion;530000000
3;2;0;58;58;3;No definida;1 a 8  ;†120.000 COP;†2.758.620,69  ;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;SUBA TIBABUYES;160000000
4;4;3;323;323;5;No definida;mas de 30  ;No definida;†4.024.767,8  ;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;Casa;Alhambra;1300000000
3;2;1;72;71;4;No definida;9 a 15  ;No definida;†8.263.888,89  ;0;1;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;Apartamento;LOS ANDES;595000000
4;5;4;300;0;6;No definida;16 a 30  ;†1.555.000 COP;†6.333.333,33  ;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Guaymaral;1900000000
3;4;2;228;228;6;Bueno;16 a 30  ;†756.000 COP;†10.793.859,65  ;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;Apartamento;Los Rosales;2461000000
3;3;4;174;174;6;Bueno;1 a 8  ;†1.049.000 COP;†14.367.816,09  ;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;Apartamento;Chico Norte;2500000000
3;3;1;92;0;4;Bueno;No definida;No definida;†5.978.260,87  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;550000000
3;5;3;230;230;6;Bueno;mas de 30  ;†950.000 COP;†7.173.913,04  ;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1650000000
3;4;4;155;155;6;Bueno;16 a 30  ;†834.000 COP;†6.387.096,77  ;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;Apartamento;Santa Barbara;990000000
2;3;2;111;111;6;Bueno;9 a 15  ;†786.000 COP;†11.261.261,26  ;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;1250000000
3;2;1;54;54;3;No definida;9 a 15  ;†164.000 COP;†4.259.259,26  ;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad techo;230000000
5;3;1;200;160;4;Bueno;mas de 30  ;No definida;†3.500.000  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Palermo;700000000
2;1;0;41;36;3;No definida;1 a 8  ;†100.000 COP;†3.827.160,49  ;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Rafael escamilla;155000000
4;6;3;460;460;6;Bueno;mas de 30  ;No definida;†5.217.391,3  ;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;La Cabrera;2400000000
2;2;0;48;48;2;No definida;No definida;†82.400 COP;†2.791.666,67  ;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Kennedy;134000000
13;10;1;212;212;4;No definida;16 a 30  ;No definida;†6.084.905,66  ;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;Casa;Chapinero Central;1290000000
4;3;1;138;138;5;No definida;mas de 30  ;†752.000 COP;†4.166.666,67  ;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;El Contador;575000000
7;3;2;1895;1500;4;No definida;mas de 30  ;No definida;†580.474,93  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;Pasadena;1100000000
9;9;3;402;402;4;Bueno;mas de 30  ;No definida;†3.233.830,85  ;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;Casa;La Magdalena;1300000000
3;3;0;185;185;6;No definida;No definida;†1.050.000 COP;†7.567.567,57  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;ROSALES;1400000000
3;2;1;72;72;5;No definida;mas de 30  ;†309.000 COP;†4.861.111,11  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Cedritos;350000000
3;1;0;47;47;2;No definida;No definida;†67.500 COP;†2.851.063,83  ;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Kennedy;134000000
2;2;1;96;96;4;No definida;mas de 30  ;†327.000 COP;†5.958.333,33  ;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Quinta Camacho;572000000
2;1;0;49;49;3;No definida;16 a 30  ;†105.000 COP;†3.775.510,2  ;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;Apartamento;Ciudadela Colsubsidio;185000000
3;3;1;65;65;4;No definida;16 a 30  ;No definida;†7.384.615,38  ;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Ciudad hayuelos;480000000
2;3;1;76;76;4;No definida;16 a 30  ;†223.000 COP;†4.026.315,79  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Casa;Colina Norte;306000000
1;1;1;40;40;4;No definida;16 a 30  ;†296.000 COP;†5.800.000  ;1;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;Apartamento;Cedritos;232000000
3;2;1;88;88;4;No definida;No definida;†327.000 COP;†5.681.818,18  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Suba;500000000
3;2;0;52;49;3;No definida;9 a 15  ;†145.000 COP;†3.461.538,46  ;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Gran Granada;180000000
2;1;0;37;37;3;No definida;9 a 15  ;†86.000 COP;†4.459.459,46  ;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;URBANIZACION CASTILLA;165000000
2;2;1;81;81;5;No definida;No definida;†564.000 COP;†5.037.037,04  ;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Apartamento;Pasadena;408000000
2;1;1;47;47;4;Bueno;16 a 30  ;No definida;†6.595.744,68  ;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Chapinero Alto;310000000
3;2;1;60;60;3;No definida;mas de 30  ;†117.000 COP;†3.600.000  ;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Los pinos Florencia;216000000
2;1;0;50;50;3;No definida;16 a 30  ;No definida;†5.200.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Fontanar del Rio;260000000
4;4;2;190;255;5;Bueno;1 a 8  ;†846.000 COP;†7.894.736,84  ;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad Salitre;1500000000
3;2;5;175;175;4;No definida;mas de 30  ;No definida;†5.085.714,29  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;Casa;Los Andes;890000000
2;2;1;73;73;4;Bueno;9 a 15  ;†301.000 COP;†5.205.479,45  ;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;La Pradera;380000000
3;2;2;109;109;4;No definida;No definida;No definida;†5.045.871,56  ;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Los Cedros;550000000
3;4;3;111;111;5;No definida;16 a 30  ;†630.000 COP;†5.855.855,86  ;1;1;1;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;Apartamento;Pasadena;650000000
